time (s), HAT0_ch0 velocity (mm/s), HAT0_ch1 velocity (mm/s), HAT1_ch0 velocity (mm/s), HAT1_ch1 velocity (mm/s)
0.310115,-16.555835,0.015964,-0.00514,-0.267949
0.310721,-13.922502,-0.014159,-0.00359,-0.27025
0.311326,-7.541448,-0.029764,-0.002948,-0.18698
0.311932,0.210347,-0.028451,-0.003145,-0.047671
0.312538,6.550084,-0.011934,-0.001925,0.098107
0.313144,9.077875,0.018342,-0.004566,0.198632
0.313749,6.878213,0.053641,-0.005892,0.217937
0.314355,0.555906,0.076836,-0.007453,0.150059
0.314961,-7.605455,0.081972,-0.007973,0.020856
0.315566,-14.800333,0.071012,-0.006962,-0.122496
0.316172,-18.582479,0.04691,-0.006683,-0.231496
0.316778,-17.706154,0.016933,-0.005553,-0.268121
0.317383,-12.491458,-0.003916,-0.010196,-0.218298
0.317989,-4.936697,-0.009308,-0.010351,-0.100213
0.318595,2.272574,-0.00032,-0.011061,0.04247
0.3192,6.425758,0.022193,-0.010837,0.157619
0.319806,6.026903,0.054426,-0.010751,0.20208
0.320412,1.073026,0.080462,-0.011783,0.158447
0.321018,-6.707619,0.089895,-0.010777,0.042001
0.321623,-14.564531,0.083202,-0.010888,-0.105863
0.322229,-19.823217,0.063705,-0.008331,-0.23531
0.322835,-20.722564,0.034918,-0.006444,-0.302714
0.32344,-16.954544,0.00952,-0.004072,-0.28372
0.324046,-9.96038,-0.001324,-0.0039,-0.184748
0.324652,-2.274581,0.002758,-0.003914,-0.041978
0.325257,3.299956,0.019899,-0.001507,0.093497
0.325863,4.691844,0.048522,-0.00051,0.172076
0.326469,1.35664,0.077051,-0.001728,0.164866
0.327075,-5.648578,0.091052,-0.000633,0.074707
0.32768,-13.780351,0.08862,-0.000746,-0.065314
0.328286,-20.257031,0.072605,-0.000785,-0.20608
0.328892,-22.870215,0.046319,-0.000089,-0.299999
0.329497,-20.744922,0.018821,-0.002002,-0.313581
0.330103,-14.660116,0.004787,-0.000843,-0.241243
0.330709,-6.891805,0.007117,-0.000896,-0.108633
0.331314,-0.195835,0.023174,0.000299,0.036407
0.33192,2.905455,0.051237,0.004251,0.141654
0.332526,1.316443,0.083929,0.005977,0.168927
0.333131,-4.560444,0.10422,0.006878,0.108463
0.333737,-12.599172,0.105636,0.008297,-0.017069
0.334343,-19.999625,0.090438,0.010686,-0.162237
0.334949,-24.227641,0.062619,0.016967,-0.277778
0.335554,-23.870246,0.029012,0.021758,-0.323945
0.33616,-19.040275,0.005103,0.019724,-0.283873
0.336766,-11.577721,-0.000834,0.018653,-0.172262
0.337371,-4.127081,0.010208,0.01943,-0.03036
0.337977,0.551178,0.035901,0.016019,0.089594
0.338583,0.770646,0.072141,0.017615,0.14249
0.339188,-3.646056,0.103312,0.016765,0.107041
0.339794,-11.180296,0.116641,0.016385,-0.004731
0.3404,-19.125682,0.111734,0.019406,-0.153245
0.341005,-24.763052,0.091045,0.016199,-0.28894
0.341611,-26.177205,0.058854,0.014771,-0.366044
0.342217,-22.873386,0.02781,0.014041,-0.357394
0.342823,-16.086562,0.011316,0.010525,-0.265521
0.343428,-8.282706,0.010947,0.008989,-0.123086
0.344034,-2.261154,0.02552,0.009012,0.018704
0.34464,-0.257109,0.054191,0.009445,0.109218
0.345245,-2.989771,0.087332,0.009143,0.116319
0.345851,-9.619464,0.108553,0.009493,0.038033
0.346457,-17.714206,0.113255,0.012874,-0.095606
0.347062,-24.479234,0.103483,0.018544,-0.237094
0.347668,-27.586859,0.081494,0.023016,-0.337781
0.348274,-25.986559,0.054386,0.02058,-0.362056
0.348879,-20.23764,0.037051,0.023773,-0.299998
0.349485,-12.493548,0.034004,0.02699,-0.173762
0.350091,-5.476646,0.043368,0.025213,-0.02898
0.350697,-1.808677,0.06441,0.027725,0.08233
0.351302,-2.771192,0.092924,0.027215,0.119246
0.351908,-8.156987,0.113064,0.029882,0.068339
0.352514,-16.020954,0.116634,0.032301,-0.051369
0.353119,-23.581558,0.105512,0.030269,-0.196319
0.353725,-28.233944,0.083902,0.03142,-0.317318
0.354331,-28.4008,0.056457,0.031864,-0.37289
0.354936,-23.994037,0.036834,0.028247,-0.342683
0.355542,-16.673,0.034018,0.024979,-0.237513
0.356148,-9.032519,0.046149,0.023221,-0.09611
0.356753,-3.861288,0.070407,0.020411,0.03018
0.357359,-3.028273,0.103395,0.020957,0.094382
0.357965,-6.883067,0.131068,0.022826,0.072017
0.358571,-14.122312,0.140571,0.02664,-0.029163
0.359176,-22.106711,0.131267,0.023009,-0.172301
0.359782,-28.08383,0.107154,0.021076,-0.307634
0.360388,-29.996584,0.072819,0.018697,-0.389381
0.360993,-27.171099,0.04015,0.018945,-0.387646
0.361599,-20.630637,0.024024,0.021784,-0.301367
0.362205,-12.759075,0.026824,0.024184,-0.160863
0.36281,-6.339569,0.045992,0.023623,-0.015931
0.363416,-3.751477,0.079166,0.02253,0.082115
0.364022,-5.887054,0.116908,0.020155,0.098011
0.364627,-12.116735,0.141574,0.018226,0.026587
0.365233,-20.141064,0.147069,0.016451,-0.105383
0.365839,-27.158378,0.135059,0.013362,-0.250341
0.366445,-30.737063,0.108535,0.011047,-0.359491
0.36705,-29.654922,0.074179,0.011525,-0.394793
0.367656,-24.258974,0.047675,0.010011,-0.342565
0.368262,-16.563718,0.03694,0.013641,-0.221419
0.368867,-9.25799,0.041927,0.016204,-0.075539
0.369473,-5.041805,0.06153,0.017731,0.042746
0.370079,-5.384614,0.091807,0.016153,0.089735
0.370684,-10.265491,0.117931,0.014775,0.048013
0.37129,-17.932853,0.129089,0.014515,-0.067478
0.371896,-25.632603,0.125463,0.013775,-0.215265
0.372502,-30.699837,0.109094,0.010736,-0.345438
0.373107,-31.395466,0.08352,0.010901,-0.414566
0.373713,-27.436541,0.061242,0.013564,-0.398651
0.374319,-20.289611,0.052464,0.01501,-0.303834
0.374924,-12.49166,0.057287,0.019961,-0.165828
0.37553,-6.845737,0.073721,0.022056,-0.035324
0.376136,-5.395831,0.100298,0.026084,0.039241
0.376741,-8.666328,0.126088,0.026325,0.029784
0.377347,-15.571934,0.137467,0.026357,-0.060238
0.377953,-23.560451,0.132584,0.027171,-0.197426
0.378558,-29.856155,0.115042,0.025363,-0.332921
0.379164,-32.269866,0.08811,0.025453,-0.42018
0.37977,-29.949432,0.061125,0.026801,-0.426944
0.380376,-23.701202,0.048739,0.030027,-0.348445
0.380981,-15.810207,0.052867,0.029347,-0.211797
0.381587,-9.034407,0.070697,0.027855,-0.064915
0.382193,-5.877437,0.099585,0.032608,0.040242
0.382798,-7.41015,0.132266,0.033765,0.065746
0.383404,-13.205735,0.152015,0.032717,0.003136
0.38401,-21.117909,0.152346,0.034623,-0.124008
0.384615,-28.347893,0.13592,0.033428,-0.26938
0.385221,-32.374413,0.106621,0.036897,-0.383851
0.385827,-31.807613,0.070951,0.041157,-0.427234
0.386432,-26.788417,0.044839,0.042934,-0.382766
0.387038,-19.177483,0.03712,0.041695,-0.265538
0.387644,-11.62426,0.046855,0.042158,-0.117616
0.38825,-6.885338,0.071706,0.04009,0.008968
0.388855,-6.619072,0.107781,0.037543,0.068288
0.389461,-10.980688,0.138665,0.03582,0.03916
0.390067,-18.420599,0.151952,0.032085,-0.066736
0.390672,-26.226001,0.147001,0.034499,-0.210056
0.391278,-31.681971,0.126475,0.038405,-0.341032
0.391884,-32.893456,0.093933,0.036189,-0.415182
0.392489,-29.391188,0.061918,0.036412,-0.405435
0.393095,-22.440216,0.04413,0.037582,-0.314274
0.393701,-14.516605,0.042661,0.035224,-0.174832
0.394306,-8.423532,0.056738,0.035583,-0.03738
0.394912,-6.373808,0.085133,0.035184,0.048263
0.395518,-9.062526,0.117104,0.039205,0.050222
0.396124,-15.620498,0.136817,0.040631,-0.031691
0.396729,-23.598812,0.140608,0.042617,-0.166716
0.397335,-30.202086,0.130304,0.041634,-0.306491
0.397941,-33.118438,0.107702,0.043932,-0.403303
0.398546,-31.319897,0.080275,0.045128,-0.422203
0.399152,-25.396866,0.062867,0.043067,-0.354626
0.399758,-17.518514,0.059657,0.042448,-0.223608
0.400363,-10.413904,0.069158,0.040831,-0.075258
0.400969,-6.693081,0.090197,0.041058,0.037858
0.401575,-7.61103,0.117704,0.03695,0.075456
0.40218,-12.93732,0.136237,0.037372,0.024595
0.402786,-20.700004,0.13863,0.035978,-0.094835
0.403392,-28.114796,0.126879,0.035414,-0.238812
0.403998,-32.58501,0.10458,0.035303,-0.357796
0.404603,-32.555538,0.076565,0.033884,-0.410759
0.405209,-27.965308,0.056544,0.030432,-0.377556
0.405815,-20.500099,0.052851,0.029479,-0.269643
0.40642,-12.761548,0.064242,0.031614,-0.125984
0.407026,-7.537476,0.088195,0.029777,0.001596
0.407632,-6.671712,0.120592,0.029092,0.066396
0.408237,-10.490788,0.147629,0.025525,0.04406
0.408843,-17.659514,0.156521,0.025617,-0.057276
0.409449,-25.52656,0.146872,0.026225,-0.200295
0.410055,-31.341692,0.122676,0.030698,-0.335498
0.41066,-33.065834,0.087899,0.034322,-0.417038
0.411266,-30.048801,0.055142,0.036151,-0.415211
0.411872,-23.345345,0.038399,0.037572,-0.329569
0.412477,-15.354096,0.040335,0.036872,-0.189944
0.413083,-8.864043,0.059111,0.036426,-0.046472
0.413689,-6.237372,0.092673,0.036344,0.049831
0.414294,-8.343332,0.130404,0.032278,0.063983
0.4149,-14.522189,0.15439,0.034757,-0.008266
0.415506,-22.453314,0.159016,0.033378,-0.139494
0.416111,-29.332518,0.145963,0.035368,-0.282027
0.416717,-32.739525,0.118203,0.035997,-0.387298
0.417323,-31.473699,0.082986,0.0347,-0.418088
0.417929,-25.911389,0.055873,0.038749,-0.361679
0.418534,-18.088198,0.043989,0.041327,-0.237667
0.41914,-10.698608,0.047451,0.044602,-0.090333
0.419746,-6.436007,0.066139,0.042954,0.027423
0.420351,-6.745534,0.096197,0.043769,0.072593
0.420957,-11.583024,0.121414,0.043951,0.028679
0.421563,-19.168352,0.132124,0.046173,-0.088188
0.422168,-26.743155,0.128501,0.046586,-0.235407
0.422774,-31.648336,0.112733,0.043177,-0.362747
0.42338,-32.165045,0.087911,0.043545,-0.4272
0.423985,-28.035765,0.066103,0.044173,-0.404824
0.424591,-20.753974,0.057227,0.043471,-0.303014
0.425197,-12.86547,0.061492,0.044498,-0.158204
0.425803,-7.173009,0.077114,0.043517,-0.021648
0.426408,-5.699808,0.10242,0.045262,0.057484
0.427014,-8.946587,0.125688,0.045728,0.051144
0.42762,-15.799281,0.134038,0.047696,-0.037179
0.428225,-23.69231,0.12636,0.047146,-0.173765
0.428831,-29.850233,0.106257,0.049235,-0.309746
0.429437,-32.099801,0.077291,0.048806,-0.39801
0.430042,-29.610948,0.049251,0.045801,-0.40687
0.430648,-23.220563,0.035874,0.046782,-0.331454
0.431254,-15.226701,0.039559,0.046867,-0.198413
0.431859,-8.392737,0.057896,0.046807,-0.055413
0.432465,-5.208472,0.088588,0.045926,0.045936
0.433071,-6.721027,0.123175,0.047554,0.06825
0.433677,-12.478093,0.144637,0.046527,0.003932
0.434282,-20.311527,0.146454,0.045069,-0.123094
0.434888,-27.42145,0.130731,0.042588,-0.266494
0.435494,-31.297964,0.101324,0.041864,-0.377074
0.436099,-30.572354,0.065249,0.043589,-0.415502
0.436705,-25.412702,0.038432,0.043271,-0.365926
0.437311,-17.700598,0.029017,0.043643,-0.244691
0.437916,-10.089269,0.036936,0.040127,-0.094568
0.438522,-5.329145,0.060458,0.03661,0.031465
0.439128,-5.051186,0.095027,0.038986,0.087824
0.439733,-9.387928,0.125011,0.038049,0.05415
0.440339,-16.763005,0.138088,0.036764,-0.05688
0.440945,-24.460099,0.13354,0.036435,-0.20477
0.441551,-29.771106,0.11411,0.03981,-0.338914
0.442156,-30.823691,0.083232,0.043325,-0.414238
0.442762,-27.172907,0.053844,0.041478,-0.403619
0.443368,-20.111721,0.038053,0.043166,-0.310552
0.443973,-12.121894,0.038029,0.044871,-0.168492
0.444579,-6.006456,0.052155,0.042341,-0.028109
0.445185,-3.953987,0.079204,0.042457,0.060094
0.44579,-6.636028,0.108935,0.04259,0.064498
0.446396,-13.155457,0.125961,0.041031,-0.015384
0.447002,-21.049498,0.126482,0.039182,-0.149032
0.447608,-27.526241,0.112452,0.037735,-0.288112
0.448213,-30.29089,0.087392,0.035684,-0.384988
0.448819,-28.339225,0.059107,0.035191,-0.404454
0.449425,-22.290601,0.041552,0.038782,-0.337994
0.45003,-14.329932,0.039036,0.040839,-0.208824
0.450636,-7.189439,0.050293,0.03915,-0.063048
0.451242,-3.464776,0.073558,0.039275,0.04717
0.451847,-4.386117,0.103361,0.038318,0.081753
0.452453,-9.696738,0.123804,0.038819,0.028797
0.453059,-17.400761,0.127033,0.040716,-0.091908
0.453664,-24.712595,0.115016,0.040202,-0.23592
0.45427,-29.045967,0.090965,0.04307,-0.353387
0.454876,-28.869064,0.060232,0.042238,-0.40346
0.455482,-24.147952,0.03685,0.039483,-0.366684
0.456087,-16.59222,0.02986,0.039726,-0.255045
0.456693,-8.808712,0.038124,0.039618,-0.108104
0.457299,-3.580026,0.059462,0.042982,0.021512
0.457904,-2.723129,0.090255,0.039961,0.08673
0.45851,-6.541068,0.116667,0.038247,0.063826
0.459116,-13.670187,0.12597,0.040116,-0.038273
0.459721,-21.452189,0.117668,0.037079,-0.182155
0.460327,-27.142948,0.095396,0.035169,-0.317596
0.460933,-28.724298,0.063457,0.035244,-0.398572
0.461538,-25.571592,0.033436,0.036708,-0.395347
0.462144,-18.768349,0.01903,0.039393,-0.307483
0.46275,-10.723086,0.022266,0.039107,-0.165864
0.463356,-4.225207,0.040847,0.046429,-0.020543
0.463961,-1.616862,0.072156,0.049291,0.077077
0.464567,-3.74092,0.106275,0.047532,0.092187
0.465173,-9.909399,0.126129,0.047045,0.020712
0.465778,-17.783029,0.126784,0.045511,-0.109669
0.466384,-24.558982,0.11054,0.045843,-0.251606
0.46699,-27.831416,0.080853,0.046515,-0.356065
0.467595,-26.425074,0.045577,0.050876,-0.385756
0.468201,-20.745449,0.020452,0.048144,-0.328626
0.468807,-12.849317,0.012349,0.044933,-0.204149
0.469412,-5.43607,0.020815,0.044944,-0.056953
0.470018,-1.188732,0.044243,0.041836,0.060381
0.470624,-1.527058,0.077798,0.040011,0.10517
0.47123,-6.379203,0.105864,0.038891,0.061177
0.471835,-13.938164,0.117526,0.039696,-0.054941
0.472441,-21.439583,0.112277,0.039943,-0.20044
0.473047,-26.232699,0.093095,0.040241,-0.325092
0.473652,-26.620379,0.064157,0.038178,-0.386061
0.474258,-22.372075,0.038095,0.035436,-0.360199
0.474864,-15.008177,0.025249,0.036935,-0.255352
0.475469,-7.084963,0.026621,0.039258,-0.108578
0.476075,-1.40164,0.041012,0.041329,0.028039
0.476681,0.040762,0.06661,0.03942,0.105888
0.477286,-3.232768,0.09198,0.037227,0.0971
0.477892,-10.078176,0.103107,0.038537,0.006321
0.478498,-17.915278,0.098722,0.041419,-0.132287
0.479104,-23.974773,0.082427,0.043629,-0.269102
0.479709,-26.100059,0.056948,0.04463,-0.357063
0.480315,-23.488768,0.031176,0.043894,-0.364275
0.480921,-17.003817,0.018704,0.039872,-0.286358
0.481526,-8.96467,0.021863,0.039158,-0.149897
0.482132,-2.132171,0.038155,0.035389,-0.003897
0.482738,1.019429,0.065111,0.035976,0.100122
0.483343,-0.532058,0.094877,0.035285,0.124988
0.483949,-6.304345,0.111199,0.03563,0.062858
0.484555,-14.10818,0.108346,0.034188,-0.06218
0.485161,-21.14223,0.089627,0.035313,-0.203834
0.485766,-24.908578,0.059389,0.035659,-0.313053
0.486372,-24.063585,0.024722,0.034032,-0.350966
0.486978,-18.801719,0.00109,0.035335,-0.302088
0.487583,-11.029746,-0.003862,0.033748,-0.182821
0.488189,-3.407665,0.008743,0.033241,-0.035978
0.488795,1.327367,0.036336,0.031643,0.085925
0.4894,1.560892,0.073711,0.032399,0.138331
0.490006,-2.809744,0.104498,0.030227,0.101568
0.490612,-10.183978,0.116375,0.030387,-0.01091
0.491217,-17.834276,0.108593,0.029829,-0.158381
0.491823,-23.060317,0.084801,0.030794,-0.290275
0.492429,-24.007106,0.049259,0.033073,-0.361878
0.493035,-20.256228,0.015737,0.037924,-0.347205
0.49364,-13.123714,-0.003244,0.037758,-0.250073
0.494246,-5.110346,-0.005731,0.039068,-0.10498
0.494852,0.990444,0.007584,0.03867,0.03663
0.495457,3.002101,0.03619,0.036573,0.124532
0.496063,0.277935,0.068689,0.034581,0.12724
0.496669,-6.257052,0.088758,0.03646,0.045348
0.497274,-14.123121,0.092407,0.03611,-0.090173
0.49788,-20.531648,0.081834,0.036316,-0.230317
0.498486,-23.198863,0.058843,0.039724,-0.326821
0.499091,-21.147069,0.030499,0.039636,-0.34496
0.499697,-15.017536,0.011434,0.04258,-0.276252
0.500303,-7.021288,0.006295,0.043079,-0.144255
0.500909,0.111443,0.013821,0.04513,0.00393
0.501514,3.796395,0.033128,0.048278,0.11628
0.50212,2.822459,0.059134,0.047142,0.152654
0.502726,-2.523633,0.075959,0.044885,0.100847
0.503331,-10.225934,0.077069,0.045596,-0.018595
0.503937,-17.493032,0.064882,0.041767,-0.161175
0.504543,-21.748153,0.042417,0.038214,-0.277548
0.505148,-21.47917,0.014537,0.034628,-0.327031
0.505754,-16.676841,-0.004754,0.034016,-0.290558
0.50636,-9.074161,-0.007654,0.035961,-0.180441
0.506965,-1.29033,0.004576,0.037142,-0.036635
0.507571,3.905989,0.028669,0.035726,0.089094
0.508177,4.708614,0.060799,0.034543,0.150639
0.508783,0.844055,0.086766,0.031831,0.124979
0.509388,-6.302254,0.093847,0.030328,0.021309
0.509994,-14.058812,0.082608,0.030784,-0.122017
0.5106,-19.688445,0.057636,0.027656,-0.254934
0.511205,-21.187442,0.022902,0.025734,-0.331865
0.511811,-17.957518,-0.009295,0.024358,-0.324373
0.512417,-11.101197,-0.024634,0.024885,-0.233158
0.513022,-3.050661,-0.021042,0.026866,-0.08942
0.513628,3.417942,-0.000969,0.029957,0.05614
0.514234,5.971887,0.032629,0.032744,0.15217
0.514839,3.791286,0.069611,0.033889,0.16466
0.515445,-2.410176,0.092178,0.033177,0.09021
0.516051,-10.276504,0.095209,0.032975,-0.042726
0.516657,-17.005438,0.080761,0.03132,-0.185966
0.517262,-20.202338,0.051757,0.030739,-0.290572
0.517868,-18.715768,0.015712,0.025964,-0.318983
0.518474,-12.972855,-0.011034,0.021277,-0.259382
0.519079,-5.054438,-0.021787,0.017477,-0.131722
0.519685,2.337741,-0.016228,0.014234,0.018924
0.520291,6.5347,0.004728,0.012247,0.139429
0.520896,6.130802,0.036243,0.011987,0.187161
0.521502,1.227182,0.061972,0.011116,0.145487
0.522108,-6.349562,0.071956,0.007663,0.031228
0.522714,-13.827809,0.066914,0.009178,-0.112814
0.523319,-18.565032,0.049167,0.01003,-0.237136
0.523925,-18.881572,0.021636,0.009624,-0.298645
0.524531,-14.571291,-0.002825,0.009088,-0.274764
0.525136,-7.175102,-0.013862,0.005856,-0.173222
0.525742,0.735676,-0.010863,0.003601,-0.030979
0.526348,6.375969,0.004466,0.001188,0.100307
0.526953,7.753957,0.030181,-0.003148,0.172676
0.527559,4.421084,0.054486,-0.006508,0.159274
0.528165,-2.457346,0.063472,-0.006877,0.064865
0.52877,-10.288716,0.056666,-0.011292,-0.0752
0.529376,-16.307508,0.037758,-0.01259,-0.211222
0.529982,-18.370919,0.010155,-0.015555,-0.297205
0.530588,-15.700177,-0.016901,-0.01658,-0.301664
0.531193,-9.17791,-0.029621,-0.016007,-0.22115
0.531799,-1.142403,-0.025708,-0.014887,-0.083585
0.532405,5.651818,-0.008207,-0.014059,0.062126
0.53301,8.741522,0.020959,-0.014455,0.164379
0.533616,7.12509,0.05377,-0.010533,0.186356
0.534222,1.309847,0.072519,-0.012863,0.120729
0.534827,-6.499941,0.071698,-0.014054,-0.007256
0.535433,-13.502246,0.054616,-0.012777,-0.150752
0.536039,-17.210151,0.025356,-0.012637,-0.260259
0.536644,-16.300216,-0.009644,-0.014707,-0.297052
0.53725,-10.990709,-0.034633,-0.014941,-0.245882
0.537856,-3.208595,-0.042002,-0.020209,-0.123352
0.538462,4.380884,-0.032538,-0.022095,0.027183
0.539067,9.050375,-0.007959,-0.021182,0.152915
0.539673,9.20402,0.02747,-0.02535,0.20882
0.540279,4.763816,0.056874,-0.025491,0.174981
0.540884,-2.646073,0.067986,-0.025324,0.064907
0.54149,-10.290553,0.061479,-0.022057,-0.080635
0.542096,-15.475228,0.040597,-0.02099,-0.211617
0.542701,-16.362656,0.008939,-0.020189,-0.28331
0.543307,-12.558038,-0.020538,-0.019687,-0.270044
0.543913,-5.402042,-0.035571,-0.022534,-0.175951
0.544518,2.592305,-0.034353,-0.023808,-0.035039
0.545124,8.635212,-0.017845,-0.025819,0.101727
0.54573,10.565554,0.012532,-0.024316,0.184961
0.546336,7.761123,0.044635,-0.024514,0.184403
0.546941,1.172202,0.062577,-0.026123,0.100517
0.547547,-6.707743,0.063112,-0.027555,-0.03442
0.548153,-13.089655,0.049262,-0.024083,-0.171306
0.548758,-15.705145,0.023321,-0.023951,-0.262898
0.549364,-13.596414,-0.006311,-0.025689,-0.274781
0.54997,-7.433383,-0.025458,-0.029371,-0.200395
0.550575,0.560046,-0.02954,-0.030394,-0.064157
0.551181,7.647803,-0.01965,-0.029753,0.086739
0.551787,11.257993,0.002859,-0.031647,0.199538
0.552392,10.203143,0.032087,-0.032616,0.234707
0.552998,4.791734,0.051501,-0.034773,0.180588
0.553604,-2.937254,0.053982,-0.0329,0.058904
0.55421,-10.191633,0.041496,-0.030865,-0.085251
0.554815,-14.4027,0.017269,-0.028104,-0.201967
0.555421,-14.078719,-0.013748,-0.027091,-0.250394
0.556027,-9.235181,-0.037265,-0.032308,-0.211698
0.556632,-1.626622,-0.045258,-0.035713,-0.098438
0.557238,6.12345,-0.037917,-0.040223,0.049106
0.557844,11.245655,-0.017592,-0.044011,0.178694
0.558449,11.96061,0.012774,-0.044505,0.243719
0.559055,8.012288,0.038564,-0.04271,0.220564
0.559661,0.814744,0.047085,-0.043578,0.118504
0.560267,-6.954081,0.038666,-0.043951,-0.024296
0.560872,-12.559371,0.017192,-0.044002,-0.158152
0.561478,-14.015852,-0.013945,-0.042989,-0.237889
0.562084,-10.744777,-0.043039,-0.042356,-0.234979
0.562689,-3.878629,-0.05729,-0.047329,-0.150065
0.563295,4.148183,-0.054813,-0.048564,-0.013603
0.563901,10.54952,-0.037519,-0.050872,0.123845
